ID,Name,Mark
60404,Student_60404,9.09
60405,Student_60405,6.18
60406,Student_60406,4.60
60407,Student_60407,3.37
60408,Student_60408,7.77
60409,Student_60409,0.59
60410,Student_60410,4.81
60411,Student_60411,7.75
60412,Student_60412,9.61
60413,Student_60413,3.82
60414,Student_60414,3.85
60415,Student_60415,7.56
60416,Student_60416,8.91
60417,Student_60417,8.40
60418,Student_60418,3.44
60419,Student_60419,2.01
60420,Student_60420,5.20
60421,Student_60421,9.85
60422,Student_60422,2.99
60423,Student_60423,0.78
60424,Student_60424,0.85
60425,Student_60425,5.51
60426,Student_60426,4.17
60427,Student_60427,7.23
60428,Student_60428,3.61
60429,Student_60429,9.66
60430,Student_60430,4.95
60431,Student_60431,5.09
60432,Student_60432,2.94
60433,Student_60433,9.46
60434,Student_60434,8.11
60435,Student_60435,9.99
60436,Student_60436,0.46
60437,Student_60437,6.08
60438,Student_60438,0.99
60439,Student_60439,4.32
60440,Student_60440,5.59
60441,Student_60441,10.00
60442,Student_60442,9.18
60443,Student_60443,4.23
60444,Student_60444,5.64
60445,Student_60445,0.37
60446,Student_60446,8.59
60447,Student_60447,3.77
60448,Student_60448,6.03
60449,Student_60449,4.81
60450,Student_60450,1.24
60451,Student_60451,9.84
60452,Student_60452,8.31
60453,Student_60453,7.83
60454,Student_60454,4.27
60455,Student_60455,6.12
60456,Student_60456,6.37
60457,Student_60457,6.31
60458,Student_60458,8.17
60459,Student_60459,7.00
60460,Student_60460,9.91
60461,Student_60461,5.11
60462,Student_60462,5.32
60463,Student_60463,6.13
60464,Student_60464,9.43
60465,Student_60465,2.18
60466,Student_60466,8.81
60467,Student_60467,7.60
60468,Student_60468,2.86
60469,Student_60469,3.36
60470,Student_60470,2.23
60471,Student_60471,3.18
60472,Student_60472,3.67
60473,Student_60473,2.89
60474,Student_60474,5.97
60475,Student_60475,0.44
60476,Student_60476,8.76
60477,Student_60477,7.59
60478,Student_60478,2.42
60479,Student_60479,7.31
60480,Student_60480,8.75
60481,Student_60481,2.65
60482,Student_60482,2.52
60483,Student_60483,7.45
60484,Student_60484,5.66
60485,Student_60485,5.70
60486,Student_60486,7.22
60487,Student_60487,1.26
60488,Student_60488,6.74
60489,Student_60489,6.52
60490,Student_60490,7.52
60491,Student_60491,3.98
60492,Student_60492,8.94
60493,Student_60493,2.03
60494,Student_60494,5.71
60495,Student_60495,8.61
60496,Student_60496,2.25
60497,Student_60497,5.06
60498,Student_60498,2.76
60499,Student_60499,7.45
60500,Student_60500,3.84
60501,Student_60501,9.39
60502,Student_60502,3.43
60503,Student_60503,5.23
60504,Student_60504,6.99
60505,Student_60505,9.82
60506,Student_60506,2.85
60507,Student_60507,5.10
60508,Student_60508,0.68
60509,Student_60509,0.30
60510,Student_60510,9.09
60511,Student_60511,9.66
60512,Student_60512,0.12
60513,Student_60513,7.56
60514,Student_60514,2.48
60515,Student_60515,3.45
60516,Student_60516,5.84
60517,Student_60517,2.93
60518,Student_60518,9.58
60519,Student_60519,5.86
60520,Student_60520,5.99
60521,Student_60521,8.15
60522,Student_60522,0.70
60523,Student_60523,9.08
60524,Student_60524,2.18
60525,Student_60525,9.88
60526,Student_60526,1.98
60527,Student_60527,0.50
60528,Student_60528,5.50
60529,Student_60529,1.67
60530,Student_60530,5.32
60531,Student_60531,2.98
60532,Student_60532,3.27
60533,Student_60533,7.87
60534,Student_60534,1.70
60535,Student_60535,5.71
60536,Student_60536,5.04
60537,Student_60537,2.76
60538,Student_60538,0.11
60539,Student_60539,8.17
60540,Student_60540,4.14
60541,Student_60541,5.03
60542,Student_60542,7.18
60543,Student_60543,7.43
60544,Student_60544,9.97
60545,Student_60545,6.59
60546,Student_60546,3.75
60547,Student_60547,3.63
60548,Student_60548,0.09
60549,Student_60549,8.12
60550,Student_60550,5.08
60551,Student_60551,8.94
60552,Student_60552,5.57
60553,Student_60553,8.90
60554,Student_60554,2.24
60555,Student_60555,5.81
60556,Student_60556,1.95
60557,Student_60557,5.72
60558,Student_60558,4.70
60559,Student_60559,8.83
60560,Student_60560,9.23
60561,Student_60561,4.23
60562,Student_60562,5.72
60563,Student_60563,2.68
60564,Student_60564,2.65
60565,Student_60565,5.40
60566,Student_60566,6.66
60567,Student_60567,2.91
60568,Student_60568,2.04
60569,Student_60569,0.89
60570,Student_60570,6.92
60571,Student_60571,4.21
60572,Student_60572,5.24
60573,Student_60573,1.66
60574,Student_60574,8.82
60575,Student_60575,9.85
60576,Student_60576,6.76
60577,Student_60577,7.70
60578,Student_60578,0.37
60579,Student_60579,7.68
60580,Student_60580,6.92
60581,Student_60581,9.29
60582,Student_60582,2.01
60583,Student_60583,1.20
60584,Student_60584,1.60
60585,Student_60585,7.99
60586,Student_60586,1.02
60587,Student_60587,5.67
60588,Student_60588,7.29
60589,Student_60589,1.16
60590,Student_60590,9.01
60591,Student_60591,7.11
60592,Student_60592,6.27
60593,Student_60593,8.68
60594,Student_60594,6.37
60595,Student_60595,9.49
60596,Student_60596,1.28
60597,Student_60597,2.89
60598,Student_60598,3.21
60599,Student_60599,0.98
60600,Student_60600,7.42
60601,Student_60601,7.72
60602,Student_60602,8.14
60603,Student_60603,1.15
60604,Student_60604,9.13
60605,Student_60605,6.95
60606,Student_60606,7.04
60607,Student_60607,7.33
60608,Student_60608,5.63
60609,Student_60609,1.60
60610,Student_60610,8.61
60611,Student_60611,2.59
60612,Student_60612,6.26
60613,Student_60613,7.53
60614,Student_60614,6.59
60615,Student_60615,9.52
60616,Student_60616,4.75
60617,Student_60617,5.82
60618,Student_60618,1.78
60619,Student_60619,1.46
60620,Student_60620,5.71
60621,Student_60621,3.76
60622,Student_60622,5.69
60623,Student_60623,6.15
60624,Student_60624,8.00
60625,Student_60625,4.73
60626,Student_60626,1.44
60627,Student_60627,9.33
60628,Student_60628,4.64
60629,Student_60629,2.56
60630,Student_60630,1.84
60631,Student_60631,7.44
60632,Student_60632,1.54
60633,Student_60633,4.40
60634,Student_60634,6.56
60635,Student_60635,9.38
60636,Student_60636,4.05
60637,Student_60637,4.95
60638,Student_60638,6.75
60639,Student_60639,5.88
60640,Student_60640,8.11
60641,Student_60641,1.32
60642,Student_60642,9.57
60643,Student_60643,7.58
60644,Student_60644,8.21
60645,Student_60645,8.64
60646,Student_60646,6.32
60647,Student_60647,8.78
60648,Student_60648,7.97
60649,Student_60649,2.31
60650,Student_60650,4.45
60651,Student_60651,3.41
60652,Student_60652,5.73
60653,Student_60653,7.75
60654,Student_60654,8.31
60655,Student_60655,3.49
60656,Student_60656,4.10
60657,Student_60657,5.99
60658,Student_60658,9.65
60659,Student_60659,3.77
60660,Student_60660,9.77
60661,Student_60661,5.56
60662,Student_60662,1.19
60663,Student_60663,0.41
60664,Student_60664,1.48
60665,Student_60665,4.45
60666,Student_60666,5.73
60667,Student_60667,6.17
60668,Student_60668,8.63
60669,Student_60669,9.46
60670,Student_60670,4.36
60671,Student_60671,2.65
60672,Student_60672,8.14
60673,Student_60673,4.17
60674,Student_60674,8.52
60675,Student_60675,5.66
60676,Student_60676,1.39
60677,Student_60677,8.03
60678,Student_60678,8.11
60679,Student_60679,5.79
60680,Student_60680,6.73
60681,Student_60681,9.10
60682,Student_60682,6.63
60683,Student_60683,3.22
60684,Student_60684,5.24
60685,Student_60685,9.30
60686,Student_60686,1.55
60687,Student_60687,6.14
60688,Student_60688,1.13
60689,Student_60689,5.16
60690,Student_60690,6.40
60691,Student_60691,1.76
60692,Student_60692,2.78
60693,Student_60693,5.37
60694,Student_60694,8.09
60695,Student_60695,0.64
60696,Student_60696,2.11
60697,Student_60697,4.70
60698,Student_60698,8.26
60699,Student_60699,0.48
60700,Student_60700,7.53
60701,Student_60701,3.21
60702,Student_60702,1.05
60703,Student_60703,7.30
60704,Student_60704,9.60
60705,Student_60705,1.33
60706,Student_60706,5.91
60707,Student_60707,6.84
60708,Student_60708,5.74
60709,Student_60709,3.75
60710,Student_60710,6.38
60711,Student_60711,0.56
60712,Student_60712,7.11
60713,Student_60713,0.53
60714,Student_60714,3.98
60715,Student_60715,0.83
60716,Student_60716,0.67
60717,Student_60717,1.10
60718,Student_60718,5.63
60719,Student_60719,1.96
60720,Student_60720,5.24
60721,Student_60721,9.20
60722,Student_60722,0.07
60723,Student_60723,5.45
60724,Student_60724,3.36
60725,Student_60725,1.72
60726,Student_60726,9.88
60727,Student_60727,3.15
60728,Student_60728,7.35
60729,Student_60729,7.50
60730,Student_60730,4.60
60731,Student_60731,3.11
60732,Student_60732,0.45
60733,Student_60733,9.12
60734,Student_60734,4.60
60735,Student_60735,4.48
60736,Student_60736,0.23
60737,Student_60737,9.92
60738,Student_60738,5.30
60739,Student_60739,7.83
60740,Student_60740,5.09
60741,Student_60741,2.72
60742,Student_60742,5.97
60743,Student_60743,9.68
60744,Student_60744,6.48
60745,Student_60745,8.43
60746,Student_60746,3.69
60747,Student_60747,9.19
60748,Student_60748,2.00
60749,Student_60749,1.36
60750,Student_60750,1.89
60751,Student_60751,4.39
60752,Student_60752,3.63
60753,Student_60753,9.63
60754,Student_60754,7.63
60755,Student_60755,5.14
60756,Student_60756,1.41
60757,Student_60757,0.34
60758,Student_60758,4.24
60759,Student_60759,3.74
60760,Student_60760,6.65
60761,Student_60761,9.30
60762,Student_60762,7.40
60763,Student_60763,7.21
60764,Student_60764,9.37
60765,Student_60765,8.38
60766,Student_60766,4.95
60767,Student_60767,2.18
60768,Student_60768,7.07
60769,Student_60769,2.66
60770,Student_60770,2.91
60771,Student_60771,3.46
60772,Student_60772,4.08
60773,Student_60773,5.07
60774,Student_60774,5.03
60775,Student_60775,7.07
60776,Student_60776,1.96
60777,Student_60777,5.61
60778,Student_60778,5.93
60779,Student_60779,1.77
60780,Student_60780,8.62
60781,Student_60781,2.30
60782,Student_60782,4.53
60783,Student_60783,5.75
60784,Student_60784,0.11
60785,Student_60785,2.71
60786,Student_60786,4.49
60787,Student_60787,8.35
60788,Student_60788,0.73
60789,Student_60789,3.21
60790,Student_60790,1.29
60791,Student_60791,5.05
60792,Student_60792,1.53
60793,Student_60793,0.43
60794,Student_60794,6.29
60795,Student_60795,4.09
60796,Student_60796,9.19
60797,Student_60797,0.50
60798,Student_60798,8.32
60799,Student_60799,1.12
60800,Student_60800,8.29
60801,Student_60801,0.04
60802,Student_60802,4.00
60803,Student_60803,4.61
60804,Student_60804,4.82
60805,Student_60805,1.69
60806,Student_60806,2.64
60807,Student_60807,6.80
60808,Student_60808,1.48
60809,Student_60809,3.24
60810,Student_60810,8.27
60811,Student_60811,7.96
60812,Student_60812,0.92
60813,Student_60813,2.97
60814,Student_60814,3.36
60815,Student_60815,3.91
60816,Student_60816,9.50
60817,Student_60817,4.87
60818,Student_60818,3.65
60819,Student_60819,7.91
60820,Student_60820,4.75
60821,Student_60821,4.58
60822,Student_60822,3.12
60823,Student_60823,7.54
60824,Student_60824,7.53
60825,Student_60825,1.24
60826,Student_60826,8.28
60827,Student_60827,9.47
60828,Student_60828,6.66
60829,Student_60829,0.19
60830,Student_60830,5.03
60831,Student_60831,0.08
60832,Student_60832,6.47
60833,Student_60833,0.03
60834,Student_60834,0.96
60835,Student_60835,7.83
60836,Student_60836,8.04
60837,Student_60837,9.90
60838,Student_60838,6.51
60839,Student_60839,3.25
60840,Student_60840,2.64
60841,Student_60841,7.01
60842,Student_60842,8.17
60843,Student_60843,1.35
60844,Student_60844,2.79
60845,Student_60845,1.54
60846,Student_60846,2.87
60847,Student_60847,7.57
60848,Student_60848,6.07
60849,Student_60849,7.99
60850,Student_60850,9.00
60851,Student_60851,4.27
60852,Student_60852,9.41
60853,Student_60853,7.62
60854,Student_60854,5.74
60855,Student_60855,0.04
60856,Student_60856,6.17
60857,Student_60857,9.49
60858,Student_60858,8.51
60859,Student_60859,4.99
60860,Student_60860,2.61
60861,Student_60861,6.27
60862,Student_60862,5.85
60863,Student_60863,2.26
60864,Student_60864,8.34
60865,Student_60865,0.33
60866,Student_60866,8.23
60867,Student_60867,1.47
60868,Student_60868,3.81
60869,Student_60869,2.36
60870,Student_60870,5.35
60871,Student_60871,3.45
60872,Student_60872,4.16
60873,Student_60873,6.99
60874,Student_60874,8.44
60875,Student_60875,5.80
60876,Student_60876,9.88
60877,Student_60877,1.95
60878,Student_60878,2.27
60879,Student_60879,4.91
60880,Student_60880,0.79
60881,Student_60881,9.84
60882,Student_60882,8.02
60883,Student_60883,6.79
60884,Student_60884,7.99
60885,Student_60885,6.76
60886,Student_60886,8.32
60887,Student_60887,5.09
60888,Student_60888,2.18
60889,Student_60889,4.06
60890,Student_60890,6.68
60891,Student_60891,0.15
60892,Student_60892,2.53
60893,Student_60893,7.41
60894,Student_60894,2.09
60895,Student_60895,7.53
60896,Student_60896,5.96
60897,Student_60897,8.20
60898,Student_60898,8.89
60899,Student_60899,3.44
60900,Student_60900,6.86
60901,Student_60901,4.03
60902,Student_60902,1.33
60903,Student_60903,6.68
60904,Student_60904,5.14
60905,Student_60905,6.35
60906,Student_60906,0.72
60907,Student_60907,4.42
60908,Student_60908,8.74
60909,Student_60909,0.06
60910,Student_60910,1.75
60911,Student_60911,0.75
60912,Student_60912,2.71
60913,Student_60913,4.51
60914,Student_60914,8.61
60915,Student_60915,9.23
60916,Student_60916,3.13
60917,Student_60917,0.61
60918,Student_60918,4.89
60919,Student_60919,4.06
60920,Student_60920,0.94
60921,Student_60921,9.87
60922,Student_60922,3.86
60923,Student_60923,9.53
60924,Student_60924,0.48
60925,Student_60925,9.79
60926,Student_60926,4.27
60927,Student_60927,5.75
60928,Student_60928,4.37
60929,Student_60929,2.71
60930,Student_60930,8.07
60931,Student_60931,5.65
60932,Student_60932,1.48
60933,Student_60933,2.41
60934,Student_60934,7.24
60935,Student_60935,6.22
60936,Student_60936,6.90
60937,Student_60937,3.92
60938,Student_60938,1.99
60939,Student_60939,6.36
60940,Student_60940,1.71
60941,Student_60941,4.10
60942,Student_60942,9.84
60943,Student_60943,7.22
60944,Student_60944,9.10
60945,Student_60945,7.87
60946,Student_60946,5.27
60947,Student_60947,4.29
60948,Student_60948,0.84
60949,Student_60949,0.68
60950,Student_60950,3.42
60951,Student_60951,6.85
60952,Student_60952,1.11
60953,Student_60953,9.23
60954,Student_60954,4.90
60955,Student_60955,0.44
60956,Student_60956,1.27
60957,Student_60957,1.74
60958,Student_60958,4.44
60959,Student_60959,6.00
60960,Student_60960,0.61
60961,Student_60961,4.70
60962,Student_60962,8.10
60963,Student_60963,9.94
60964,Student_60964,0.91
60965,Student_60965,5.87
60966,Student_60966,3.66
60967,Student_60967,8.43
60968,Student_60968,2.59
60969,Student_60969,5.40
60970,Student_60970,9.02
60971,Student_60971,6.47
60972,Student_60972,2.70
60973,Student_60973,4.64
60974,Student_60974,6.93
60975,Student_60975,2.82
60976,Student_60976,9.65
60977,Student_60977,3.11
60978,Student_60978,9.49
60979,Student_60979,2.26
60980,Student_60980,1.60
60981,Student_60981,0.63
60982,Student_60982,7.24
60983,Student_60983,1.48
60984,Student_60984,7.39
60985,Student_60985,4.31
60986,Student_60986,1.24
60987,Student_60987,5.85
60988,Student_60988,6.02
60989,Student_60989,0.20
60990,Student_60990,7.09
60991,Student_60991,6.81
60992,Student_60992,9.30
60993,Student_60993,9.13
60994,Student_60994,0.41
60995,Student_60995,0.64
60996,Student_60996,6.42
60997,Student_60997,5.18
60998,Student_60998,0.99
60999,Student_60999,3.96
61000,Student_61000,9.48
61001,Student_61001,8.46
61002,Student_61002,5.88
61003,Student_61003,2.85
61004,Student_61004,8.72
61005,Student_61005,8.90
61006,Student_61006,9.90
61007,Student_61007,5.10
61008,Student_61008,9.61
61009,Student_61009,1.25
61010,Student_61010,9.41
61011,Student_61011,8.77
61012,Student_61012,3.58
61013,Student_61013,1.28
61014,Student_61014,3.84
61015,Student_61015,8.32
61016,Student_61016,8.59
61017,Student_61017,6.05
61018,Student_61018,9.33
61019,Student_61019,7.70
61020,Student_61020,5.97
61021,Student_61021,4.16
61022,Student_61022,3.77
61023,Student_61023,2.38
61024,Student_61024,9.55
61025,Student_61025,5.08
61026,Student_61026,9.19
61027,Student_61027,8.80
61028,Student_61028,0.86
61029,Student_61029,3.15
61030,Student_61030,1.26
61031,Student_61031,6.30
61032,Student_61032,8.93
61033,Student_61033,6.64
61034,Student_61034,9.49
61035,Student_61035,7.13
61036,Student_61036,2.29
61037,Student_61037,4.52
61038,Student_61038,2.86
61039,Student_61039,1.63
61040,Student_61040,6.80
61041,Student_61041,1.81
61042,Student_61042,3.74
61043,Student_61043,6.64
61044,Student_61044,2.85
61045,Student_61045,6.24
61046,Student_61046,6.14
61047,Student_61047,4.03
61048,Student_61048,5.78
61049,Student_61049,4.28
61050,Student_61050,9.53
61051,Student_61051,5.59
61052,Student_61052,9.71
61053,Student_61053,0.00
61054,Student_61054,6.26
61055,Student_61055,9.76
61056,Student_61056,8.39
61057,Student_61057,8.17
61058,Student_61058,1.81
61059,Student_61059,2.96
61060,Student_61060,1.82
61061,Student_61061,7.53
61062,Student_61062,5.00
61063,Student_61063,2.39
61064,Student_61064,9.06
61065,Student_61065,6.96
61066,Student_61066,8.10
61067,Student_61067,2.78
61068,Student_61068,9.66
61069,Student_61069,7.73
61070,Student_61070,9.09
61071,Student_61071,4.62
61072,Student_61072,7.65
61073,Student_61073,8.36
61074,Student_61074,4.93
61075,Student_61075,6.87
61076,Student_61076,5.69
61077,Student_61077,3.18
61078,Student_61078,1.02
61079,Student_61079,0.28
61080,Student_61080,5.71
61081,Student_61081,4.13
61082,Student_61082,0.48
61083,Student_61083,5.75
61084,Student_61084,8.62
61085,Student_61085,3.73
61086,Student_61086,3.44
61087,Student_61087,1.99
61088,Student_61088,5.61
61089,Student_61089,0.66
61090,Student_61090,1.01
61091,Student_61091,1.50
61092,Student_61092,9.37
61093,Student_61093,2.00
61094,Student_61094,7.81
61095,Student_61095,0.66
61096,Student_61096,5.14
61097,Student_61097,6.37
61098,Student_61098,7.81
61099,Student_61099,6.08
61100,Student_61100,9.80
61101,Student_61101,0.90
61102,Student_61102,9.05
61103,Student_61103,3.92
61104,Student_61104,7.15
61105,Student_61105,4.25
61106,Student_61106,6.61
61107,Student_61107,3.65
61108,Student_61108,8.02
61109,Student_61109,5.86
61110,Student_61110,0.34
61111,Student_61111,2.17
61112,Student_61112,4.42
61113,Student_61113,3.74
61114,Student_61114,3.99
61115,Student_61115,5.44
61116,Student_61116,5.72
61117,Student_61117,5.15
61118,Student_61118,6.76
61119,Student_61119,2.25
61120,Student_61120,5.09
61121,Student_61121,3.96
61122,Student_61122,3.85
61123,Student_61123,1.64
61124,Student_61124,3.38
61125,Student_61125,0.32
61126,Student_61126,1.99
61127,Student_61127,1.09
61128,Student_61128,2.64
61129,Student_61129,2.00
61130,Student_61130,2.14
61131,Student_61131,5.12
61132,Student_61132,9.27
61133,Student_61133,4.59
61134,Student_61134,9.56
61135,Student_61135,3.51
61136,Student_61136,7.71
61137,Student_61137,3.30
61138,Student_61138,0.26
61139,Student_61139,8.56
61140,Student_61140,6.83
61141,Student_61141,1.68
61142,Student_61142,9.25
61143,Student_61143,1.38
61144,Student_61144,5.99
61145,Student_61145,8.27
61146,Student_61146,5.50
61147,Student_61147,7.68
61148,Student_61148,2.78
61149,Student_61149,8.94
61150,Student_61150,9.34
61151,Student_61151,4.00
61152,Student_61152,7.51
61153,Student_61153,8.76
61154,Student_61154,2.35
61155,Student_61155,0.06
61156,Student_61156,5.32
61157,Student_61157,8.69
61158,Student_61158,7.86
61159,Student_61159,2.70
61160,Student_61160,7.99
61161,Student_61161,0.18
61162,Student_61162,9.53
61163,Student_61163,1.50
61164,Student_61164,7.89
61165,Student_61165,8.90
61166,Student_61166,9.09
61167,Student_61167,6.47
61168,Student_61168,2.05
61169,Student_61169,0.53
61170,Student_61170,6.20
61171,Student_61171,8.83
61172,Student_61172,8.71
61173,Student_61173,0.05
61174,Student_61174,6.97
61175,Student_61175,9.05
61176,Student_61176,1.54
61177,Student_61177,5.22
61178,Student_61178,4.98
61179,Student_61179,1.25
61180,Student_61180,0.76
61181,Student_61181,7.65
61182,Student_61182,3.71
61183,Student_61183,2.00
61184,Student_61184,9.54
61185,Student_61185,7.68
61186,Student_61186,1.01
61187,Student_61187,0.04
61188,Student_61188,9.78
61189,Student_61189,1.23
61190,Student_61190,0.16
61191,Student_61191,3.06
61192,Student_61192,2.05
61193,Student_61193,9.25
61194,Student_61194,3.91
61195,Student_61195,0.00
61196,Student_61196,0.22
61197,Student_61197,9.32
61198,Student_61198,4.20
61199,Student_61199,3.48
61200,Student_61200,4.95
61201,Student_61201,8.00
61202,Student_61202,3.77
61203,Student_61203,4.68
61204,Student_61204,0.45
61205,Student_61205,6.30
61206,Student_61206,4.90
61207,Student_61207,3.37
61208,Student_61208,3.43
61209,Student_61209,5.94
61210,Student_61210,3.32
61211,Student_61211,1.20
61212,Student_61212,8.64
61213,Student_61213,1.57
61214,Student_61214,3.21
61215,Student_61215,9.46
61216,Student_61216,4.49
61217,Student_61217,5.45
61218,Student_61218,5.98
61219,Student_61219,0.27
61220,Student_61220,0.42
61221,Student_61221,3.68
61222,Student_61222,4.19
61223,Student_61223,5.24
61224,Student_61224,1.23
61225,Student_61225,1.11
61226,Student_61226,3.26
61227,Student_61227,1.03
61228,Student_61228,7.89
61229,Student_61229,1.99
61230,Student_61230,2.07
61231,Student_61231,9.68
61232,Student_61232,9.01
61233,Student_61233,0.57
61234,Student_61234,5.77
61235,Student_61235,0.78
61236,Student_61236,6.74
61237,Student_61237,6.32
61238,Student_61238,7.09
61239,Student_61239,6.92
61240,Student_61240,9.60
61241,Student_61241,8.58
61242,Student_61242,9.31
61243,Student_61243,4.55
61244,Student_61244,5.44
61245,Student_61245,0.61
61246,Student_61246,1.94
61247,Student_61247,6.00
61248,Student_61248,9.38
61249,Student_61249,1.61
61250,Student_61250,1.04
61251,Student_61251,0.25
61252,Student_61252,5.61
61253,Student_61253,0.19
61254,Student_61254,6.86
61255,Student_61255,6.77
61256,Student_61256,1.39
61257,Student_61257,6.70
61258,Student_61258,1.15
61259,Student_61259,0.95
61260,Student_61260,7.70
61261,Student_61261,3.29
61262,Student_61262,4.28
61263,Student_61263,5.12
61264,Student_61264,9.29
61265,Student_61265,6.84
61266,Student_61266,2.24
61267,Student_61267,6.88
61268,Student_61268,9.87
61269,Student_61269,6.82
61270,Student_61270,8.20
61271,Student_61271,8.72
61272,Student_61272,3.17
61273,Student_61273,7.17
61274,Student_61274,2.08
61275,Student_61275,6.45
61276,Student_61276,0.71
61277,Student_61277,2.99
61278,Student_61278,8.47
61279,Student_61279,1.75
61280,Student_61280,3.48
61281,Student_61281,0.81
61282,Student_61282,5.32
61283,Student_61283,7.26
61284,Student_61284,8.50
61285,Student_61285,8.35
61286,Student_61286,7.70
61287,Student_61287,6.02
61288,Student_61288,9.34
61289,Student_61289,0.11
61290,Student_61290,6.35
61291,Student_61291,5.23
61292,Student_61292,0.56
61293,Student_61293,8.98
61294,Student_61294,6.55
61295,Student_61295,3.66
61296,Student_61296,1.97
61297,Student_61297,9.99
61298,Student_61298,8.40
61299,Student_61299,2.38
61300,Student_61300,6.54
61301,Student_61301,6.32
61302,Student_61302,3.69
61303,Student_61303,6.01
61304,Student_61304,2.18
61305,Student_61305,2.15
61306,Student_61306,4.02
61307,Student_61307,1.66
61308,Student_61308,8.20
61309,Student_61309,5.90
61310,Student_61310,8.05
61311,Student_61311,2.28
61312,Student_61312,3.24
61313,Student_61313,5.56
61314,Student_61314,7.80
61315,Student_61315,9.99
61316,Student_61316,6.81
61317,Student_61317,7.31
61318,Student_61318,4.66
61319,Student_61319,0.68
61320,Student_61320,7.06
61321,Student_61321,6.56
61322,Student_61322,5.36
61323,Student_61323,9.52
61324,Student_61324,6.32
61325,Student_61325,7.62
61326,Student_61326,9.76
61327,Student_61327,5.25
61328,Student_61328,1.89
61329,Student_61329,3.77
61330,Student_61330,1.89
61331,Student_61331,0.19
61332,Student_61332,6.79
61333,Student_61333,1.75
61334,Student_61334,7.53
61335,Student_61335,0.79
61336,Student_61336,4.55
61337,Student_61337,7.02
61338,Student_61338,9.28
61339,Student_61339,6.33
61340,Student_61340,7.94
61341,Student_61341,3.04
61342,Student_61342,8.55
61343,Student_61343,9.58
61344,Student_61344,8.76
61345,Student_61345,6.63
61346,Student_61346,3.51
61347,Student_61347,3.69
61348,Student_61348,7.09
61349,Student_61349,4.13
61350,Student_61350,9.83
61351,Student_61351,3.50
61352,Student_61352,3.70
61353,Student_61353,9.16
61354,Student_61354,3.04
61355,Student_61355,3.48
61356,Student_61356,9.28
61357,Student_61357,3.50
61358,Student_61358,7.01
61359,Student_61359,6.85
61360,Student_61360,4.08
61361,Student_61361,8.46
61362,Student_61362,4.28
61363,Student_61363,4.55
61364,Student_61364,9.89
61365,Student_61365,5.72
61366,Student_61366,2.20
61367,Student_61367,6.01
61368,Student_61368,3.27
61369,Student_61369,6.43
61370,Student_61370,2.68
61371,Student_61371,5.25
61372,Student_61372,1.63
61373,Student_61373,4.15
61374,Student_61374,4.99
61375,Student_61375,4.07
61376,Student_61376,6.59
61377,Student_61377,5.89
61378,Student_61378,6.61
61379,Student_61379,2.00
61380,Student_61380,8.60
61381,Student_61381,3.24
61382,Student_61382,0.07
61383,Student_61383,0.30
61384,Student_61384,0.15
61385,Student_61385,9.46
61386,Student_61386,6.21
61387,Student_61387,2.54
61388,Student_61388,9.69
61389,Student_61389,3.91
61390,Student_61390,1.89
61391,Student_61391,6.71
61392,Student_61392,4.20
61393,Student_61393,1.92
61394,Student_61394,1.81
61395,Student_61395,8.02
61396,Student_61396,2.41
61397,Student_61397,9.45
61398,Student_61398,6.14
61399,Student_61399,6.55
61400,Student_61400,6.71
61401,Student_61401,0.47
61402,Student_61402,4.26
61403,Student_61403,9.31
61404,Student_61404,6.30
61405,Student_61405,1.33
61406,Student_61406,7.71
61407,Student_61407,2.45
61408,Student_61408,4.10
61409,Student_61409,6.73
61410,Student_61410,5.04
61411,Student_61411,0.33
61412,Student_61412,1.72
61413,Student_61413,4.12
61414,Student_61414,7.44
61415,Student_61415,5.13
61416,Student_61416,1.38
61417,Student_61417,6.79
61418,Student_61418,5.20
61419,Student_61419,2.48
61420,Student_61420,5.87
61421,Student_61421,5.92
61422,Student_61422,2.81
61423,Student_61423,7.14
61424,Student_61424,2.98
61425,Student_61425,0.62
61426,Student_61426,0.42
61427,Student_61427,2.53
61428,Student_61428,3.27
61429,Student_61429,6.40
61430,Student_61430,3.52
61431,Student_61431,9.91
61432,Student_61432,9.18
61433,Student_61433,0.26
61434,Student_61434,4.19
61435,Student_61435,8.43
61436,Student_61436,1.38
61437,Student_61437,7.40
61438,Student_61438,9.18
61439,Student_61439,6.63
61440,Student_61440,0.19
61441,Student_61441,7.02
61442,Student_61442,2.15
61443,Student_61443,5.88
61444,Student_61444,5.95
61445,Student_61445,2.08
61446,Student_61446,4.64
61447,Student_61447,7.72
61448,Student_61448,1.47
61449,Student_61449,1.36
61450,Student_61450,8.50
61451,Student_61451,1.82
61452,Student_61452,2.38
61453,Student_61453,7.44
61454,Student_61454,8.49
61455,Student_61455,0.80
61456,Student_61456,9.52
61457,Student_61457,5.76
61458,Student_61458,9.99
61459,Student_61459,9.61
61460,Student_61460,0.95
61461,Student_61461,1.55
61462,Student_61462,1.46
61463,Student_61463,1.65
61464,Student_61464,6.68
61465,Student_61465,9.88
61466,Student_61466,3.31
61467,Student_61467,4.76
61468,Student_61468,3.96
61469,Student_61469,1.10
61470,Student_61470,4.41
61471,Student_61471,8.62
61472,Student_61472,7.47
61473,Student_61473,9.62
61474,Student_61474,9.86
61475,Student_61475,9.23
61476,Student_61476,2.51
61477,Student_61477,7.26
61478,Student_61478,0.19
61479,Student_61479,8.15
